0,0,0,1,1,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0
0,0,4,0,2,8,0,2,2,0,22,0,23,0,0,0,6,7,0,0,14,0,2,5,0,7,0,0,0,20,0,0,7,0,0,0
0,4,0,0,0,0,0,0,1,0,1,0,6,2,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,3,5,6,0,0,0,1,10,7,1,0,1,0,0,0,0,1,3,5,0,7,6,0,1,0,8,0,0,0,7,0
0,8,0,0,3,0,0,1,0,1,4,0,5,0,2,0,2,0,0,0,2,0,5,1,0,12,0,0,0,2,0,0,1,0,1,0
1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
0,2,0,0,6,1,0,0,0,0,1,0,3,2,0,0,3,1,0,0,3,0,0,2,0,2,6,0,0,0,2,0,0,0,1,0
0,2,1,0,0,0,0,0,0,0,2,0,2,1,0,0,8,0,0,1,3,0,0,0,3,1,0,25,0,1,2,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,1,0,0,4,0,1,2,1,0,1,7,1,0,0,6,1,1,0,12,0,0,2,0,3,0,0,0,3,0,0,2,0,0,0
0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,6,0,10,5,1,3,2,0,7,0,0,10,6,0,3,1,0,1,6,0,4,48,0,15,4,1,7,11,14,1,6,0,1,0
0,0,2,0,7,0,0,2,1,0,1,0,10,0,0,0,0,0,1,4,0,0,0,2,0,4,1,1,0,0,20,0,0,0,4,0
2,0,0,0,1,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,1,2,0,3,8,4,6,1,3,0,0,0,0,2,0,0,31,2,0,3,0,2,0,4,0,2,2,0,0,0,0,0
0,7,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,14,0,0,0,2,0,3,3,1,12,0,6,0,0,0,31,2,0,0,0,0,0,2,0,2,0,0,0,7,2,0,1,0,0,0
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,0,3,5,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,23,0,0,0,2,0,0,0,0,0,0
4,5,6,0,5,1,1,2,0,0,2,0,48,2,2,0,3,2,0,1,2,0,2,0,0,6,1,0,4,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,7,0,0,7,12,0,2,1,0,3,0,15,4,2,0,2,1,0,0,2,0,23,6,0,0,0,1,0,3,4,0,1,0,1,0
0,0,0,0,6,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,25,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
6,0,0,0,1,0,1,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,2,0,0,1,0,3,0,11,0,0,0,2,0,0,0,7,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,2,0,8,0,0,2,2,0,0,0,14,20,0,0,2,0,0,0,2,1,0,2,0,4,2,1,0,0,0,0,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,1,2,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
